u_id, p_id, rating, unixTime, brand, categories
507, 0, 4, 1275955200
3428, 0, 5, 1172275200
5290, 0, 4, 1404604800
2394, 0, 5, 1298505600
3210, 0, 3, 1358985600
5269, 0, 5, 1328832000
6428, 0, 5, 1337126400
770, 0, 5, 1359417600
6102, 0, 5, 1267056000
3138, 0, 3, 1329782400
282, 1, 5, 1361232000
3275, 1, 5, 1365811200
3451, 1, 1, 1306627200
144, 1, 2, 1374796800
3524, 1, 3, 1397088000
1865, 2, 4, 1393545600
5753, 2, 4, 1299628800
6499, 3, 4, 1360627200
1465, 4, 5, 1355270400
5787, 4, 5, 1389398400
5941, 4, 5, 1374537600
4190, 4, 5, 1375574400
6387, 4, 5, 1365379200
562, 4, 5, 1395705600
2745, 4, 5, 1359072000
990, 4, 5, 1349913600
6449, 5, 1, 1352937600
3460, 5, 2, 1249776000
3140, 5, 4, 1400025600
2723, 5, 5, 1271894400
2195, 5, 4, 1377475200
563, 5, 5, 1227571200
1744, 5, 2, 1303862400
3520, 5, 1, 1253232000
3427, 5, 5, 1327622400
5363, 5, 4, 1332201600
5543, 5, 5, 1394928000
3605, 5, 5, 1388620800
4075, 6, 5, 1349136000
1284, 6, 5, 1364601600
4050, 6, 5, 1404172800
4315, 7, 5, 1391644800
4625, 7, 5, 1384128000
4678, 8, 5, 1376956800
2897, 8, 5, 1356480000
1201, 8, 5, 1394582400
4126, 8, 5, 1369267200
3687, 8, 5, 1392249600
4477, 8, 5, 1249084800
979, 8, 5, 1249430400
886, 8, 5, 1381622400
4442, 8, 4, 1389571200
517, 8, 5, 1388620800
5564, 8, 5, 1381708800
160, 8, 5, 1394841600
691, 8, 5, 1394841600
1889, 8, 5, 1381190400
762, 8, 5, 1372464000
3927, 8, 5, 1378425600
663, 8, 5, 1391990400
2714, 8, 5, 1356739200
4083, 8, 5, 1352678400
427, 8, 5, 1382400000
2188, 8, 5, 1197936000
5913, 8, 5, 1380844800
759, 8, 5, 1401753600
2251, 8, 4, 1389398400
3982, 8, 4, 1394582400
2786, 8, 5, 1375056000
6138, 8, 5, 1388102400
4572, 8, 5, 1350518400
3419, 8, 5, 1382918400
4250, 8, 3, 1357257600
2422, 8, 5, 1377388800
3770, 8, 5, 1390089600
1182, 8, 5, 1384387200
397, 9, 5, 1363651200
722, 9, 5, 1357948800
911, 9, 4, 1374364800
4542, 9, 5, 1305504000
1848, 9, 1, 1308268800
931, 9, 4, 1372464000
2757, 9, 5, 1323734400
4973, 9, 5, 1372377600
4534, 9, 5, 1365379200
1063, 9, 5, 1323043200
1674, 9, 4, 1375574400
6443, 9, 5, 1369785600
6323, 9, 5, 1365811200
6482, 9, 5, 1367366400
4795, 9, 4, 1367107200
4898, 9, 5, 1355616000
3079, 9, 5, 1360972800
5714, 9, 5, 1360972800
2565, 9, 5, 1355961600
1362, 9, 5, 1369699200
5446, 9, 5, 1340150400
2235, 9, 5, 1332201600
2262, 9, 5, 1358726400
2422, 9, 5, 1362009600
4907, 9, 5, 1361577600
5486, 9, 5, 1356825600
586, 9, 5, 1332633600
5759, 9, 5, 1353628800
3133, 10, 4, 1267833600
594, 10, 5, 1350518400
4144, 10, 1, 1341792000
1800, 10, 3, 1202860800
661, 10, 1, 1239840000
4392, 10, 5, 1360972800
6434, 10, 4, 1258848000
3611, 10, 5, 1392854400
5242, 10, 5, 1316390400
5195, 10, 5, 1367712000
5574, 10, 5, 1397347200
2983, 10, 3, 1260748800
5293, 10, 5, 1355097600
1524, 10, 5, 1401494400
1021, 10, 5, 1380844800
968, 10, 5, 1383523200
1957, 10, 5, 1243814400
4765, 10, 4, 1250035200
3907, 10, 5, 1351468800
1624, 10, 5, 1384387200
1760, 11, 4, 1376179200
3814, 11, 5, 1355011200
4888, 12, 5, 1354233600
3303, 13, 3, 1398556800
2828, 13, 2, 1362182400
4317, 14, 4, 1400457600
2212, 14, 5, 1404864000
4901, 15, 5, 1357776000
2594, 15, 5, 1389657600
3133, 15, 5, 1267142400
594, 15, 5, 1350691200
5570, 15, 5, 1236384000
497, 15, 5, 1397606400
4641, 15, 4, 1385337600
5510, 15, 5, 1324598400
5385, 15, 5, 1316304000
4691, 15, 5, 1385683200
2757, 15, 4, 1330646400
2905, 15, 5, 1389830400
4486, 15, 5, 1344124800
6072, 15, 5, 1351036800
2447, 15, 5, 1386979200
1354, 15, 5, 1386547200
1981, 15, 5, 1358380800
1797, 15, 5, 1397865600
623, 15, 5, 1372464000
